Fecha;Excepción;Plazo real (días calendario);IBR_efectiva_porc;IBR_nominal_porc
18/05/2022;N;1;6,001;5,748
19/05/2022;N;1;6,003;5,750
20/05/2022;N;3;6,003;5,751
23/05/2022;N;1;6,003;5,750
24/05/2022;N;1;6,004;5,751
25/05/2022;N;1;6,005;5,752
26/05/2022;N;1;6,005;5,752
27/05/2022;N;4;6,007;5,755
31/05/2022;N;1;6,007;5,754
01/06/2022;N;1;6,020;5,766
02/06/2022;N;1;6,025;5,771
03/06/2022;N;3;6,025;5,772
06/06/2022;N;1;6,032;5,777
07/06/2022;N;1;6,042;5,787
08/06/2022;N;1;6,032;5,777
09/06/2022;N;1;6,034;5,779
10/06/2022;N;3;6,034;5,780
13/06/2022;N;1;6,045;5,789
14/06/2022;N;1;6,030;5,775
15/06/2022;N;1;6,007;5,754
16/06/2022;N;1;6,012;5,759
17/06/2022;N;4;6,017;5,765
21/06/2022;N;1;6,018;5,764
22/06/2022;N;1;6,016;5,762
23/06/2022;N;1;6,016;5,762
24/06/2022;N;4;6,021;5,768
28/06/2022;N;1;6,021;5,767
29/06/2022;N;1;6,021;5,767
30/06/2022;N;1;5,999;5,747
01/07/2022;N;4;7,493;7,129
05/07/2022;N;1;7,506;7,139
06/07/2022;N;1;7,509;7,142
07/07/2022;N;1;7,512;7,145
08/07/2022;N;3;7,502;7,137
11/07/2022;N;1;7,505;7,138
12/07/2022;N;1;7,507;7,140
13/07/2022;N;1;7,505;7,138
14/07/2022;N;1;7,506;7,139
15/07/2022;N;3;7,494;7,130
18/07/2022;N;1;7,480;7,115
19/07/2022;N;2;7,486;7,122
21/07/2022;N;1;7,500;7,134
22/07/2022;N;3;7,500;7,135
25/07/2022;N;1;7,482;7,117
26/07/2022;N;1;7,495;7,129
27/07/2022;N;1;7,474;7,110
28/07/2022;N;1;7,458;7,095
29/07/2022;N;3;7,443;7,083
01/08/2022;N;1;9,003;8,503
02/08/2022;N;1;9,007;8,507
03/08/2022;N;1;9,012;8,512
04/08/2022;N;1;9,010;8,510
05/08/2022;N;3;9,007;8,509
08/08/2022;N;1;9,011;8,511
09/08/2022;N;1;9,006;8,506
10/08/2022;N;1;9,006;8,506
11/08/2022;N;1;9,004;8,504
12/08/2022;N;4;8,996;8,500
16/08/2022;N;1;9,009;8,509
17/08/2022;N;1;9,006;8,506
18/08/2022;N;1;9,012;8,512
19/08/2022;N;3;9,012;8,514
22/08/2022;N;1;9,017;8,516
23/08/2022;N;1;9,010;8,510
24/08/2022;N;1;9,012;8,512
25/08/2022;N;1;9,015;8,514
26/08/2022;N;3;9,010;8,512
29/08/2022;N;1;9,006;8,506
30/08/2022;N;1;8,997;8,498
31/08/2022;N;1;9,004;8,504
01/09/2022;N;1;9,011;8,511
02/09/2022;N;3;9,000;8,503
05/09/2022;N;1;9,011;8,511
06/09/2022;N;1;9,012;8,512
07/09/2022;N;1;9,001;8,502
08/09/2022;N;1;9,003;8,503
09/09/2022;N;3;8,999;8,502
12/09/2022;N;1;8,995;8,496
13/09/2022;N;1;8,978;8,481
14/09/2022;N;1;8,991;8,493
15/09/2022;N;1;9,006;8,506
16/09/2022;N;3;9,008;8,510
19/09/2022;N;1;9,011;8,511
20/09/2022;N;1;9,017;8,516
21/09/2022;N;1;9,025;8,523
22/09/2022;N;1;9,031;8,529
23/09/2022;N;3;9,038;8,537
26/09/2022;N;1;9,020;8,519
27/09/2022;N;1;9,009;8,509
28/09/2022;N;1;9,015;8,514
29/09/2022;N;1;9,015;8,514
30/09/2022;N;3;9,998;9,402
03/10/2022;N;1;10,013;9,413
04/10/2022;N;1;10,026;9,425
05/10/2022;N;1;10,029;9,428
06/10/2022;N;1;10,027;9,426
07/10/2022;N;3;10,028;9,429
10/10/2022;N;1;10,033;9,431
11/10/2022;N;1;10,033;9,431
12/10/2022;N;1;10,035;9,433
13/10/2022;N;1;10,048;9,445
14/10/2022;N;4;10,040;9,441
18/10/2022;N;1;10,046;9,443
19/10/2022;N;1;10,046;9,443
20/10/2022;N;1;10,046;9,443
21/10/2022;N;3;10,027;9,428
24/10/2022;N;1;10,037;9,435
25/10/2022;N;1;10,033;9,431
26/10/2022;N;1;10,049;9,446
27/10/2022;N;1;10,046;9,443
28/10/2022;N;3;10,015;9,418
31/10/2022;N;1;10,989;10,285
01/11/2022;N;1;11,001;10,295
02/11/2022;N;1;10,988;10,284
03/11/2022;N;1;10,987;10,283
04/11/2022;N;4;10,981;10,282
08/11/2022;N;1;10,958;10,257
09/11/2022;N;1;10,976;10,273
10/11/2022;N;1;10,956;10,255
11/11/2022;N;4;10,945;10,250
15/11/2022;N;1;10,981;10,278
16/11/2022;N;1;11,007;10,301
17/11/2022;N;1;11,013;10,306
18/11/2022;N;3;10,981;10,281
21/11/2022;N;1;11,005;10,299
22/11/2022;N;1;10,993;10,288
23/11/2022;N;1;10,992;10,287
24/11/2022;N;1;10,989;10,285
25/11/2022;N;3;10,953;10,256
28/11/2022;N;1;10,972;10,270
29/11/2022;N;1;10,972;10,270
30/11/2022;N;1;10,947;10,247
01/12/2022;N;1;10,997;10,292
02/12/2022;N;3;10,994;10,292
05/12/2022;N;1;11,001;10,295
06/12/2022;N;1;10,992;10,287
07/12/2022;N;2;10,985;10,283
09/12/2022;N;3;10,999;10,297
12/12/2022;N;1;11,003;10,297
13/12/2022;N;1;11,003;10,297
14/12/2022;N;1;10,997;10,292
15/12/2022;N;1;10,997;10,292
16/12/2022;N;3;10,994;10,292
19/12/2022;N;1;11,994;11,174
20/12/2022;N;1;11,981;11,163
21/12/2022;N;1;11,986;11,167
22/12/2022;N;1;11,986;11,167
23/12/2022;N;3;11,982;11,167
26/12/2022;N;1;11,969;11,152
27/12/2022;N;1;11,968;11,151
28/12/2022;N;1;11,964;11,148
29/12/2022;N;4;11,954;11,144
02/01/2023;N;1;11,927;11,115
03/01/2023;N;1;11,899;11,090
04/01/2023;N;1;11,909;11,099
05/01/2023;N;1;11,921;11,110
06/01/2023;N;4;11,919;11,113
10/01/2023;N;1;11,933;11,120
11/01/2023;N;1;11,939;11,126
12/01/2023;N;1;11,914;11,104
13/01/2023;N;3;11,934;11,125
16/01/2023;N;1;11,893;11,085
17/01/2023;N;1;11,909;11,099
18/01/2023;N;1;11,933;11,120
19/01/2023;N;1;11,933;11,120
20/01/2023;N;3;11,930;11,121
23/01/2023;N;1;11,954;11,139
24/01/2023;N;1;11,967;11,150
25/01/2023;N;1;11,979;11,161
26/01/2023;N;1;11,997;11,177
27/01/2023;N;3;11,992;11,176
30/01/2023;N;1;12,759;11,846
31/01/2023;N;1;12,724;11,815
01/02/2023;N;1;12,748;11,836
02/02/2023;N;1;12,760;11,847
03/02/2023;N;3;12,746;11,838
06/02/2023;N;1;12,760;11,847
07/02/2023;N;1;12,768;11,854
08/02/2023;N;1;12,781;11,865
09/02/2023;N;1;12,784;11,868
10/02/2023;N;3;12,787;11,874
13/02/2023;N;1;12,791;11,874
14/02/2023;N;1;12,808;11,889
15/02/2023;N;1;12,806;11,887
16/02/2023;N;1;12,783;11,867
17/02/2023;N;3;12,754;11,845
20/02/2023;N;1;12,766;11,852
21/02/2023;N;1;12,786;11,869
22/02/2023;N;1;12,794;11,876
23/02/2023;N;1;12,787;11,870
24/02/2023;N;3;12,735;11,829
27/02/2023;N;1;12,707;11,800
28/02/2023;N;1;12,587;11,695
01/03/2023;N;1;12,560;11,671
02/03/2023;N;1;12,533;11,648
03/03/2023;N;3;12,560;11,675
06/03/2023;N;1;12,611;11,716
07/03/2023;N;1;12,734;11,824
08/03/2023;N;1;12,619;11,723
09/03/2023;N;1;12,507;11,625
10/03/2023;N;3;12,459;11,587
13/03/2023;N;1;12,444;11,570
14/03/2023;N;1;12,499;11,618
15/03/2023;N;1;12,536;11,650
16/03/2023;N;1;12,652;11,752
17/03/2023;N;4;12,649;11,755
21/03/2023;N;1;12,655;11,755
22/03/2023;N;1;12,665;11,763
23/03/2023;N;1;12,615;11,720
24/03/2023;N;3;12,643;11,748
27/03/2023;N;1;12,671;11,769
28/03/2023;N;1;12,683;11,779
29/03/2023;N;1;12,740;11,829
30/03/2023;N;1;12,740;11,829
31/03/2023;N;3;12,956;12,022
03/04/2023;N;1;12,953;12,015
04/04/2023;N;1;12,990;12,048
05/04/2023;N;5;12,991;12,057
10/04/2023;N;1;12,992;12,049
11/04/2023;N;1;12,973;12,033
12/04/2023;N;1;12,977;12,036
13/04/2023;N;1;12,962;12,023
14/04/2023;N;3;12,990;12,052
17/04/2023;N;1;13,005;12,061
18/04/2023;N;1;13,009;12,064
19/04/2023;N;1;13,009;12,064
20/04/2023;N;1;13,009;12,064
21/04/2023;N;3;13,004;12,064
24/04/2023;N;1;13,019;12,073
25/04/2023;N;1;13,028;12,081
26/04/2023;N;1;13,029;12,082
27/04/2023;N;1;13,033;12,085
28/04/2023;N;4;13,027;12,086
02/05/2023;N;1;13,268;12,290
03/05/2023;N;1;13,262;12,285
04/05/2023;N;1;13,262;12,285
05/05/2023;N;3;13,256;12,284
08/05/2023;N;1;13,263;12,286
09/05/2023;N;1;13,253;12,277
10/05/2023;N;1;13,263;12,286
11/05/2023;N;1;13,262;12,285
12/05/2023;N;3;13,261;12,288
15/05/2023;N;1;13,266;12,288
16/05/2023;N;1;13,266;12,288
17/05/2023;N;1;13,266;12,288
18/05/2023;N;1;13,279;12,300
19/05/2023;N;4;13,288;12,314
23/05/2023;N;1;13,300;12,318
24/05/2023;N;1;13,289;12,308
25/05/2023;N;1;13,294;12,313
26/05/2023;N;3;13,335;12,353
29/05/2023;N;1;13,308;12,325
30/05/2023;N;1;13,294;12,313
31/05/2023;N;1;13,294;12,313
01/06/2023;N;1;13,325;12,340
02/06/2023;N;3;13,285;12,309
05/06/2023;N;1;13,290;12,309
06/06/2023;N;1;13,246;12,271
07/06/2023;N;1;13,259;12,282
08/06/2023;N;1;13,259;12,282
09/06/2023;N;4;13,257;12,287
13/06/2023;N;1;13,285;12,305
14/06/2023;N;1;13,302;12,320
15/06/2023;N;1;13,310;12,327
16/06/2023;N;4;13,323;12,344
20/06/2023;N;1;13,309;12,326
21/06/2023;N;1;13,307;12,324
22/06/2023;N;1;13,267;12,289
23/06/2023;N;3;13,261;12,288
26/06/2023;N;1;13,247;12,272
27/06/2023;N;1;13,247;12,272
28/06/2023;N;1;13,247;12,272
29/06/2023;N;1;13,250;12,274
30/06/2023;N;4;13,238;12,270
04/07/2023;N;1;13,235;12,261
05/07/2023;N;1;13,239;12,265
06/07/2023;N;1;13,251;12,275
07/07/2023;N;3;13,234;12,265
10/07/2023;N;1;13,245;12,270
11/07/2023;N;1;13,247;12,272
12/07/2023;N;1;13,245;12,270
13/07/2023;N;1;13,251;12,275
14/07/2023;N;3;13,248;12,277
17/07/2023;N;1;13,263;12,286
18/07/2023;N;1;13,251;12,275
19/07/2023;N;2;13,278;12,301
21/07/2023;N;3;13,288;12,312
24/07/2023;N;1;13,297;12,315
25/07/2023;N;1;13,302;12,320
26/07/2023;N;1;13,286;12,306
27/07/2023;N;1;13,251;12,275
28/07/2023;N;3;13,242;12,272
31/07/2023;N;1;13,235;12,261
01/08/2023;N;1;13,261;12,284
02/08/2023;N;1;13,263;12,286
03/08/2023;N;1;13,283;12,303
04/08/2023;N;4;13,246;12,277
08/08/2023;N;1;13,264;12,287
09/08/2023;N;1;13,268;12,290
10/08/2023;N;1;13,275;12,296
11/08/2023;N;3;13,272;12,298
14/08/2023;N;1;13,252;12,276
15/08/2023;N;1;13,254;12,278
16/08/2023;N;1;13,286;12,306
17/08/2023;N;1;13,299;12,317
18/08/2023;N;4;13,297;12,322
22/08/2023;N;1;13,285;12,305
23/08/2023;N;1;13,323;12,338
24/08/2023;N;1;13,331;12,345
25/08/2023;N;3;13,307;12,328
28/08/2023;N;1;13,228;12,255
29/08/2023;N;1;13,197;12,228
30/08/2023;N;1;13,222;12,250
31/08/2023;N;1;13,227;12,254
01/09/2023;N;3;13,254;12,282
04/09/2023;N;1;13,279;12,300
05/09/2023;N;1;13,231;12,258
06/09/2023;N;1;13,251;12,275
07/09/2023;N;1;13,262;12,285
08/09/2023;N;3;13,231;12,262
11/09/2023;N;1;13,183;12,216
12/09/2023;N;1;13,127;12,167
13/09/2023;N;1;13,182;12,215
14/09/2023;N;1;13,223;12,251
15/09/2023;N;3;13,254;12,282
18/09/2023;N;1;13,266;12,288
19/09/2023;N;1;13,250;12,274
20/09/2023;N;1;13,287;12,307
21/09/2023;N;1;13,306;12,323
22/09/2023;N;3;13,286;12,310
25/09/2023;N;1;13,240;12,266
26/09/2023;N;1;13,237;12,263
27/09/2023;N;1;13,269;12,291
28/09/2023;N;1;13,264;12,287
29/09/2023;N;3;13,260;12,287
02/10/2023;N;1;13,274;12,295
03/10/2023;N;1;13,268;12,290
04/10/2023;N;1;13,268;12,290
05/10/2023;N;1;13,294;12,313
06/10/2023;N;3;13,292;12,315
09/10/2023;N;1;13,268;12,290
10/10/2023;N;1;13,250;12,274
11/10/2023;N;1;13,260;12,283
12/10/2023;N;1;13,266;12,288
13/10/2023;N;4;13,255;12,285
17/10/2023;N;1;13,262;12,285
18/10/2023;N;1;13,262;12,285
19/10/2023;N;1;13,277;12,298
20/10/2023;N;3;13,288;12,312
23/10/2023;N;1;13,309;12,326
24/10/2023;N;1;13,320;12,335
25/10/2023;N;1;13,287;12,307
26/10/2023;N;1;13,277;12,298
27/10/2023;N;3;13,239;12,269
30/10/2023;N;1;13,236;12,262
31/10/2023;N;1;13,199;12,230
01/11/2023;N;1;13,189;12,221
02/11/2023;N;1;13,222;12,250
03/11/2023;N;4;13,245;12,276
07/11/2023;N;1;13,271;12,293
08/11/2023;N;1;13,264;12,287
09/11/2023;N;1;13,264;12,287
10/11/2023;N;4;13,266;12,295
14/11/2023;N;1;13,293;12,312
15/11/2023;N;1;13,305;12,322
16/11/2023;N;1;13,291;12,310
17/11/2023;N;3;13,299;12,321
20/11/2023;N;1;13,263;12,286
21/11/2023;N;1;13,281;12,301
22/11/2023;N;1;13,309;12,326
23/11/2023;N;1;13,292;12,311
24/11/2023;N;3;13,280;12,305
27/11/2023;N;1;13,243;12,268
28/11/2023;N;1;13,238;12,264
29/11/2023;N;1;13,238;12,264
30/11/2023;N;1;13,229;12,256
01/12/2023;N;3;13,224;12,256
04/12/2023;N;1;13,185;12,218
05/12/2023;N;1;13,131;12,171
06/12/2023;N;1;13,192;12,224
07/12/2023;N;4;13,232;12,265
11/12/2023;N;1;13,222;12,250
12/12/2023;N;1;13,250;12,274
13/12/2023;N;1;13,204;12,234
14/12/2023;N;1;13,134;12,173
15/12/2023;N;3;13,170;12,209
18/12/2023;N;1;13,201;12,232
19/12/2023;N;1;13,153;12,190
20/12/2023;N;1;12,982;12,041
21/12/2023;N;1;13,002;12,058
22/12/2023;N;4;12,961;12,028
26/12/2023;N;1;13,000;12,056
27/12/2023;N;1;12,956;12,018
28/12/2023;N;5;12,981;12,048
02/01/2024;N;1;12,968;12,028
03/01/2024;N;1;13,002;12,058
04/01/2024;N;1;13,008;12,063
05/01/2024;N;4;12,996;12,059
09/01/2024;N;1;13,005;12,061
10/01/2024;N;1;12,988;12,046
11/01/2024;N;1;12,961;12,022
12/01/2024;N;3;12,998;12,059
15/01/2024;N;1;13,008;12,063
16/01/2024;N;1;12,998;12,055
17/01/2024;N;1;13,013;12,068
18/01/2024;N;1;13,001;12,057
19/01/2024;N;3;13,000;12,060
22/01/2024;N;1;13,000;12,056
23/01/2024;N;1;12,997;12,054
24/01/2024;N;1;12,992;12,049
25/01/2024;N;1;12,995;12,052
26/01/2024;N;3;12,995;12,056
29/01/2024;N;1;12,989;12,047
30/01/2024;N;1;12,960;12,021
31/01/2024;N;1;12,954;12,016
01/02/2024;N;1;12,742;11,831
02/02/2024;N;3;12,718;11,814
05/02/2024;N;1;12,740;11,829
06/02/2024;N;1;12,727;11,818
07/02/2024;N;1;12,727;11,818
08/02/2024;N;1;12,743;11,832
09/02/2024;N;3;12,741;11,834
12/02/2024;N;1;12,725;11,816
13/02/2024;N;1;12,724;11,815
14/02/2024;N;1;12,730;11,820
15/02/2024;N;1;12,748;11,836
16/02/2024;N;3;12,724;11,819
19/02/2024;N;1;12,728;11,819
20/02/2024;N;1;12,749;11,837
21/02/2024;N;1;12,750;11,838
22/02/2024;N;1;12,751;11,839
23/02/2024;N;3;12,747;11,839
26/02/2024;N;1;12,751;11,839
27/02/2024;N;1;12,735;11,825
28/02/2024;N;1;12,739;11,828
29/02/2024;N;1;12,734;11,824
01/03/2024;N;3;12,718;11,814
04/03/2024;N;1;12,727;11,818
05/03/2024;N;1;12,739;11,828
06/03/2024;N;1;12,732;11,822
07/03/2024;N;1;12,708;11,801
08/03/2024;N;3;12,714;11,810
11/03/2024;N;1;12,738;11,827
12/03/2024;N;1;12,725;11,816
13/03/2024;N;1;12,749;11,837
14/03/2024;N;1;12,750;11,838
15/03/2024;N;3;12,747;11,839
18/03/2024;N;1;12,752;11,840
19/03/2024;N;1;12,752;11,840
20/03/2024;N;1;12,752;11,840
21/03/2024;N;1;12,739;11,828
22/03/2024;N;4;12,731;11,827
26/03/2024;N;1;12,251;11,400
27/03/2024;N;5;12,231;11,390
01/04/2024;N;1;12,251;11,400
02/04/2024;N;1;12,251;11,400
03/04/2024;N;1;12,252;11,401
04/04/2024;N;1;12,247;11,397
05/04/2024;N;3;12,228;11,384
08/04/2024;N;1;12,185;11,342
09/04/2024;N;1;12,138;11,301
10/04/2024;N;1;12,222;11,375
11/04/2024;N;1;12,236;11,387
12/04/2024;N;3;12,199;11,358
15/04/2024;N;1;12,245;11,395
16/04/2024;N;1;12,248;11,398
17/04/2024;N;1;12,250;11,399
18/04/2024;N;1;12,250;11,399
19/04/2024;N;3;12,238;11,392
22/04/2024;N;1;12,242;11,392
23/04/2024;N;1;12,242;11,392
24/04/2024;N;1;12,251;11,400
25/04/2024;N;1;12,251;11,400
26/04/2024;N;3;12,239;11,393
29/04/2024;N;1;12,242;11,392
30/04/2024;N;2;12,245;11,397
02/05/2024;N;1;11,748;10,957
03/05/2024;N;3;11,741;10,954
06/05/2024;N;1;11,750;10,959
07/05/2024;N;1;11,750;10,959
08/05/2024;N;1;11,750;10,959
09/05/2024;N;1;11,750;10,959
10/05/2024;N;4;11,744;10,959
14/05/2024;N;1;11,746;10,955
15/05/2024;N;1;11,741;10,951
16/05/2024;N;1;11,751;10,960
17/05/2024;N;3;11,749;10,961
20/05/2024;N;1;11,752;10,961
21/05/2024;N;1;11,754;10,962
22/05/2024;N;1;11,754;10,962
23/05/2024;N;1;11,755;10,963
24/05/2024;N;3;11,755;10,967
27/05/2024;N;1;11,767;10,974
28/05/2024;N;1;11,761;10,969
29/05/2024;N;1;11,754;10,962
30/05/2024;N;1;11,754;10,962
31/05/2024;N;4;11,740;10,955
04/06/2024;N;1;11,750;10,959
05/06/2024;N;1;11,754;10,962
06/06/2024;N;1;11,754;10,962
07/06/2024;N;4;11,748;10,962
11/06/2024;N;1;11,754;10,962
12/06/2024;N;1;11,754;10,962
13/06/2024;N;1;11,757;10,965
14/06/2024;N;3;11,753;10,965
17/06/2024;N;1;11,757;10,965
18/06/2024;N;1;11,751;10,960
19/06/2024;N;1;11,752;10,961
20/06/2024;N;1;11,754;10,962
21/06/2024;N;3;11,750;10,962
24/06/2024;N;1;11,754;10,962
25/06/2024;N;1;11,754;10,962
26/06/2024;N;1;11,754;10,962
27/06/2024;N;1;11,748;10,957
28/06/2024;N;4;11,740;10,955
02/07/2024;N;1;11,253;10,519
03/07/2024;N;1;11,244;10,511
04/07/2024;N;1;11,255;10,521
05/07/2024;N;3;11,247;10,517
08/07/2024;N;1;11,249;10,516
09/07/2024;N;1;11,254;10,520
10/07/2024;N;1;11,251;10,517
11/07/2024;N;1;11,249;10,516
12/07/2024;N;3;11,246;10,516
15/07/2024;N;1;11,256;10,522
16/07/2024;N;1;11,256;10,522
17/07/2024;N;1;11,261;10,526
18/07/2024;N;1;11,268;10,532
19/07/2024;N;3;11,271;10,538
22/07/2024;N;1;11,268;10,532
23/07/2024;N;1;11,270;10,534
24/07/2024;N;1;11,264;10,529
25/07/2024;N;1;11,262;10,527
26/07/2024;N;3;11,254;10,523
29/07/2024;N;1;11,255;10,521
30/07/2024;N;1;11,252;10,518
31/07/2024;N;1;11,242;10,509
01/08/2024;N;1;10,750;10,072
02/08/2024;N;3;10,743;10,069
05/08/2024;N;1;10,753;10,075
06/08/2024;N;2;10,753;10,076
08/08/2024;N;1;10,753;10,075
09/08/2024;N;3;10,754;10,078
12/08/2024;N;1;10,747;10,069
13/08/2024;N;1;10,752;10,074
14/08/2024;N;1;10,754;10,076
15/08/2024;N;1;10,756;10,077
16/08/2024;N;4;10,751;10,077
20/08/2024;N;1;10,759;10,080
21/08/2024;N;1;10,759;10,080
22/08/2024;N;1;10,758;10,079
23/08/2024;N;3;10,754;10,078
